Munic?pio,confirmed,deaths,estimated_population_2019,indice de Gini,IDHM 2010,IDHM Renda 2010,IDHM Longevidade 2010,IDHM Educacao 2010
Sampaio,12,0,4711,"0,5078","0,747","0,764","0,843","0,647"
Sananduva,13,0,16270,"0,44","0,736","0,725","0,832","0,662"
Sandol?ndia,0,0,3375,"0,4861","0,709","0,665","0,812","0,659"
Sang?o,16,0,12678,"0,4051","0,603","0,564","0,758","0,514"
Sanhar?,7,0,26462,"0,5168","0,76","0,75","0,835","0,702"
Santa Ad?lia,4,0,15480,"0,4369","0,728","0,716","0,809","0,665"
Santa B?rbara,38,0,31324,"0,5347","0,707","0,676","0,816","0,642"
Santa B?rbara,18,0,20791,"0,5347","0,707","0,676","0,816","0,642"
Santa B?rbara do Par?,170,6,21079,"0,5346","0,725","0,716","0,841","0,634"
Santa B?rbara do Sul,1,0,7994,"0,4969","0,637","0,616","0,81","0,517"
Santa B?rbara d'Oeste,64,3,193475,"0,4188","0,735","0,706","0,828","0,678"
Santa Branca,12,1,14788,"0,478","0,546","0,533","0,71","0,431"
Santa Br?gida,1,0,14213,"0,5546","0,715","0,703","0,827","0,628"
Santa Cec?lia,3,0,6558,"0,4846","0,698","0,697","0,819","0,597"
Santa Cec?lia,2,0,16830,"0,4846","0,698","0,697","0,819","0,597"
Santa Cec?lia do Pav?o,1,0,3334,"0,4799","0,725","0,781","0,839","0,581"
Santa Cec?lia do Sul,2,0,1639,"0,4871","0,74","0,747","0,843","0,644"
Santa Clara do Sul,18,0,6603,"0,3623","0,733","0,712","0,804","0,687"
Santa Clara d'Oeste,0,0,2115,"0,4557","0,618","0,578","0,779","0,523"
Santa Cruz,2,0,15398,"0,5302","0,549","0,522","0,722","0,438"
Santa Cruz,39,0,39674,"0,5302","0,549","0,522","0,722","0,438"
Santa Cruz Cabr?lia,23,0,27778,"0,5875","0,612","0,557","0,786","0,523"
Santa Cruz da Baixa Verde,2,0,12592,"0,508","0,79","0,83","0,876","0,679"
Santa Cruz da Concei??o,5,0,4503,"0,6755","0,743","0,719","0,832","0,686"
Santa Cruz da Esperan?a,2,0,2139,"0,5311","0,61","0,573","0,786","0,504"
Santa Cruz das Palmeiras,8,0,34361,"0,5206","0,688","0,7","0,827","0,563"
Santa Cruz de Minas,3,1,8604,"0,3938","0,71","0,681","0,831","0,633"
Santa Cruz de Monte Castelo,4,0,7800,"0,3819","0,577","0,548","0,757","0,463"
Santa Cruz do Arari,57,5,10128,"0,5267","0,648","0,667","0,806","0,506"
Santa Cruz do Capibaribe,21,1,107937,"0,4661","0,625","0,618","0,815","0,485"
Santa Cruz do Piau?,1,0,6240,"0,4923","0,762","0,744","0,867","0,686"
Santa Cruz do Rio Pardo,59,1,47673,"0,4639","0,773","0,782","0,852","0,693"
Santa Cruz do Sul,83,1,130416,"0,4926","0,684","0,704","0,828","0,55"
Santa F?,8,1,12037,"0,4182","0,713","0,703","0,847","0,608"
Santa F? de Goi?s,1,0,5459,"0,4911","0,615","0,589","0,804","0,492"
Santa F? do Araguaia,2,0,7512,"0,5623","0,784","0,763","0,84","0,751"
Santa F? do Sul,20,0,32322,"0,4983","0,533","0,496","0,752","0,406"
Santa Filomena,2,0,6253,"0,5929","0,544","0,53","0,789","0,385"
Santa Filomena do Maranh?o,2,0,7773,"0,5921","0,737","0,723","0,847","0,654"
Santa Gertrudes,15,1,26898,"0,3857","0,571","0,531","0,746","0,471"
Santa Helena,1,0,5889,"0,5021","0,609","0,57","0,786","0,504"
Santa Helena,251,1,42130,"0,5021","0,609","0,57","0,786","0,504"
Santa Helena,1,0,2223,"0,5021","0,609","0,57","0,786","0,504"
Santa Helena de Goi?s,10,0,38648,"0,5303","0,567","0,531","0,723","0,474"
Santa In?s,1,0,3595,"0,5378","0,674","0,633","0,788","0,615"
Santa In?s,1,0,10631,"0,5378","0,674","0,633","0,788","0,615"
Santa In?s,1476,3,89044,"0,5378","0,674","0,633","0,788","0,615"
Santa Isabel,113,10,57386,"0,4727","0,738","0,7","0,834","0,689"
Santa Isabel do Iva?,13,1,8562,"0,414","0,659","0,622","0,798","0,576"
Santa Isabel do Rio Negro,35,1,25156,"0,7279","0,696","0,677","0,826","0,603"
Santa Leopoldina,18,0,12224,"0,5672","0,687","0,688","0,795","0,592"
Santa L?cia,5,0,8817,"0,3912","0,737","0,696","0,818","0,703"
Santa L?cia,1,0,3813,"0,3912","0,737","0,696","0,818","0,703"
Santa Luz,1,1,5860,"0,5163","0,556","0,564","0,768","0,396"
Santa Luzia,47,1,219134,"0,583","0,55","0,525","0,7","0,452"
Santa Luzia,43,2,15382,"0,583","0,55","0,525","0,7","0,452"
Santa Luzia,3,0,12597,"0,583","0,55","0,525","0,7","0,452"
Santa Luzia,80,1,72667,"0,583","0,55","0,525","0,7","0,452"
Santa Luzia do Itanhy,3,0,14035,"0,5354","0,597","0,58","0,77","0,477"
Santa Luzia do Norte,56,1,7296,"0,4928","0,546","0,53","0,724","0,424"
Santa Luzia do Par?,34,3,19848,"0,5692","0,599","0,583","0,723","0,51"
Santa Luzia do Paru?,11,0,25254,"0,5248","0,67","0,657","0,812","0,564"
Santa Luzia D'Oeste,2,0,6495,"0,4972","0,61","0,635","0,785","0,455"
Santa Margarida,9,0,16208,"0,6193","0,663","0,691","0,87","0,484"
Santa Maria,184,3,282123,"0,4524","0,784","0,795","0,848","0,715"
Santa Maria,7,0,5551,"0,4524","0,784","0,795","0,848","0,715"
Santa Maria da Boa Vista,2,0,41931,"0,554","0,686","0,688","0,82","0,571"
Santa Maria da Serra,12,0,6173,"0,475","0,614","0,592","0,758","0,516"
Santa Maria da Vit?ria,2,0,39845,"0,5475","0,544","0,555","0,783","0,37"
Santa Maria das Barreiras,1,0,21449,"0,5682","0,648","0,622","0,821","0,533"
Santa Maria de Itabira,3,0,10847,"0,4567","0,671","0,695","0,834","0,521"
Santa Maria de Jetib?,75,3,40431,"0,5041","0,548","0,571","0,735","0,393"
Santa Maria do Cambuc?,5,0,14137,"0,4668","0,676","0,716","0,846","0,51"
Santa Maria do Par?,98,10,24861,"0,5313","0,613","0,593","0,765","0,507"
Santa Maria do Tocantins,0,0,3434,"0,5364","0,668","0,672","0,797","0,556"
Santa Maria Madalena,6,0,10404,"0,4933","0,7","0,684","0,804","0,624"
Santa Mariana,2,1,11724,"0,4377","0,739","0,683","0,847","0,699"
Santa M?nica,9,1,3981,"0,4853","0,616","0,546","0,775","0,553"
Santa Quit?ria,176,8,43703,"0,5679","0,555","0,49","0,76","0,458"
Santa Quit?ria do Maranh?o,163,2,25642,"0,5112","0,609","0,553","0,743","0,551"
Santa Rita,569,61,136586,"0,5388","0,627","0,597","0,774","0,534"
Santa Rita,126,3,37855,"0,5388","0,627","0,597","0,774","0,534"
Santa Rita de C?ssia,1,0,28338,"0,6061","0,63","0,625","0,793","0,505"
Santa Rita de Jacutinga,3,0,4884,"0,4763","0,613","0,627","0,791","0,464"
Santa Rita do Araguaia,1,0,8756,"0,4912","0,607","0,609","0,779","0,472"
Santa Rita do Passa Quatro,9,1,27557,"0,4884","0,721","0,727","0,83","0,62"
Santa Rita do Sapuca?,2,0,43260,"0,4942","0,651","0,63","0,83","0,527"
Santa Rita do Tocantins,0,0,2365,"0,5391","0,735","0,738","0,852","0,632"
Santa Rita do Trivelato,1,0,3429,"0,4939","0,761","0,711","0,839","0,74"
Santa Rosa,20,2,73254,"0,4715","0,705","0,695","0,866","0,583"
Santa Rosa da Serra,1,0,3350,"0,4704","0,701","0,643","0,844","0,635"
Santa Rosa de Lima,0,0,2142,"0,4698","0,592","0,527","0,766","0,514"
Santa Rosa de Lima,1,0,3913,"0,4698","0,592","0,527","0,766","0,514"
Santa Rosa de Viterbo,1,0,26540,"0,5115","0,567","0,539","0,699","0,483"
Santa Rosa do Purus,11,0,6540,"0,7758","0,705","0,702","0,806","0,618"
Santa Rosa do Sul,12,0,8358,"0,3971","0,595","0,574","0,78","0,471"
Santa Rosa do Tocantins,1,0,4829,"0,55","0,772","0,712","0,864","0,748"
Santa Salete,12,0,1545,"0,3465","0,714","0,722","0,834","0,604"
Santa Teresa,85,3,23590,"0,4964","0,587","0,549","0,804","0,459"
Santa Teresinha,13,0,4573,"0,5973","0,627","0,586","0,82","0,513"
Santa Teresinha,5,0,10405,"0,5973","0,627","0,586","0,82","0,513"
Santa Tereza,4,1,1729,"0,396","0,665","0,635","0,825","0,561"
Santa Tereza do Oeste,7,0,10139,"0,4512","0,662","0,618","0,817","0,575"
Santa Tereza do Tocantins,3,0,2866,"0,469","0,609","0,596","0,761","0,498"
Santa Terezinha,3,0,11815,"0,5206","0,593","0,54","0,737","0,524"
Santa Terezinha de Goi?s,1,0,8744,"0,5241","0,738","0,716","0,814","0,689"
Santa Terezinha de Itaipu,15,0,23465,"0,4626","0,682","0,686","0,791","0,585"
Santa Terezinha do Tocantins,0,0,2529,"0,5421","0,71","0,718","0,865","0,576"
Santa Vit?ria,1,0,19742,"0,4711","0,712","0,709","0,861","0,591"
Santa Vit?ria do Palmar,3,0,29676,"0,5501","0,598","0,559","0,764","0,5"
Santaluz,9,0,37348,"0,4999","0,692","0,654","0,794","0,638"
Santana,987,23,121364,"0,5708","0,608","0,585","0,776","0,496"
Santana da Ponte Pensa,2,0,1487,"0,4222","0,698","0,681","0,85","0,587"
Santana da Vargem,1,0,7100,"0,4021","0,694","0,643","0,793","0,655"
Santana de Cataguases,2,0,3872,"0,4122","0,535","0,488","0,756","0,414"
Santana de Parna?ba,481,16,139447,"0,6858","0,628","0,617","0,816","0,493"
Santana de Pirapama,1,0,7642,"0,4258","0,587","0,536","0,755","0,5"
Santana do Acara?,29,8,32452,"0,6886","0,602","0,591","0,774","0,478"
Santana do Araguaia,27,1,72817,"0,4721","0,612","0,527",779,"0,557"
Santana do Cariri,22,0,17700,"0,5672","0,651","0,66","0,849","0,493"
Santana do Deserto,5,0,3976,"0,4672","0,667","0,648","0,822","0,558"
Santana do Ipanema,73,3,47654,"0,6244","0,687","0,654","0,848","0,585"
Santana do Itarar?,1,0,4992,"0,5113","0,647","0,655","0,79","0,523"
Sant'Ana do Livramento,36,1,77027,"0,5542","0,621","0,622","0,809","0,475"
Santana do Maranh?o,26,0,13386,"0,5744","0,591","0,559","0,767","0,482"
Santana do Matos,10,0,12791,"0,5614","0,519","0,513","0,752","0,362"
Santana do Munda?,7,1,10740,"0,5044","0,685","0,663","0,878","0,552"
Santana do Para?so,39,0,34663,"0,4314","0,574","0,539","0,736","0,476"
Santana do Piau?,1,0,4634,"0,4685","0,665","0,641","0,834","0,551"
Santana do S?o Francisco,2,0,7780,"0,4846","0,642","0,595","0,767","0,58"
Santana do Serid?,2,0,2680,"0,4068","0,594","0,568","0,772","0,479"
Santana dos Garrotes,1,0,7031,"0,4896","0,647","0,608","0,801","0,557"
Santan?polis,2,0,8943,"0,5256","0,691","0,632","0,807","0,648"
Santar?m,967,81,304589,"0,5852","0,622","0,553","0,765","0,568"
Santar?m Novo,9,1,6709,"0,5764","0,587","0,52","0,774","0,502"
Santiago,8,0,49425,"0,5122","0,766","0,746","0,882","0,682"
Santiago do Sul,1,0,1260,"0,4621","0,728","0,731","0,811","0,652"
Santo Afonso,1,0,3146,"0,4501","0,689","0,655","0,834","0,599"
Santo Amaro,12,0,60069,"0,569","0,646","0,626","0,772","0,559"
Santo Amaro da Imperatriz,6,0,23245,"0,3816","0,781","0,753","0,89","0,71"
Santo Amaro das Brotas,13,1,12102,"0,5832","0,637","0,613","0,778","0,543"
Santo Amaro do Maranh?o,26,0,15846,"0,6174","0,518","0,454","0,738","0,416"
Santo Anast?cio,6,1,20878,"0,5341","0,753","0,725","0,854","0,689"
Santo Andr?,2330,130,718773,"0,4681","0,6","0,568","0,797","0,476"
Santo ?ngelo,62,3,77593,"0,5461","0,772","0,765","0,863","0,696"
Santo Ant?nio,22,2,24136,"0,5841","0,62","0,595","0,782","0,512"
Santo Ant?nio da Alegria,1,1,6929,"0,4178","0,702","0,69","0,83","0,604"
Santo Ant?nio da Patrulha,10,0,42894,"0,456","0,717","0,718","0,866","0,594"
Santo Ant?nio da Platina,2,0,45993,"0,548","0,718","0,733","0,817","0,617"
Santo Ant?nio de Goi?s,1,1,6283,"0,441","0,723","0,687","0,832","0,662"
Santo Ant?nio de Jesus,24,0,101512,"0,5498","0,7","0,677","0,815","0,622"
Santo Ant?nio de Lisboa,3,0,6415,"0,4672","0,584","0,597","0,704","0,473"
Santo Ant?nio de P?dua,77,1,42479,"0,5226","0,718","0,709","0,806","0,648"
Santo Ant?nio de Posse,17,0,23310,"0,4586","0,702","0,718","0,838","0,576"
Santo Ant?nio do Amparo,2,0,18525,"0,4365","0,672","0,641","0,823","0,576"
Santo Ant?nio do Aracangu?,6,0,8420,"0,4127","0,757","0,71","0,84","0,728"
Santo Ant?nio do Aventureiro,1,0,3602,"0,4255","0,671","0,66","0,841","0,545"
Santo Ant?nio do Caiu?,21,1,2641,"0,3605","0,696","0,65","0,82","0,632"
Santo Ant?nio do Descoberto,23,2,74744,"0,4702","0,665","0,647","0,818","0,556"
Santo Ant?nio do I??,714,14,21602,"0,6738","0,49","0,438","0,759","0,353"
Santo Ant?nio do Jacinto,2,0,11640,"0,5323","0,574","0,575","0,772","0,427"
Santo Ant?nio do Jardim,9,1,5954,"0,4296","0,714","0,703","0,835","0,62"
Santo Ant?nio do Leverger,5,0,16628,"0,5315","0,656","0,651","0,806","0,539"
Santo Ant?nio do Monte,10,0,28243,"0,4941","0,724","0,736","0,84","0,615"
Santo Ant?nio do Palma,1,0,2128,"0,5074","0,764","0,787","0,853","0,665"
Santo Ant?nio do Pinhal,8,2,6811,"0,476","0,706","0,685","0,812","0,632"
Santo Ant?nio do Tau?,248,17,31482,"0,531","0,632","0,598","0,753","0,561"
Santo Ant?nio dos Lopes,190,2,14528,"0,583","0,566","0,547","0,714","0,465"
Santo Cristo,3,0,14257,"0,4453","0,738","0,746","0,82","0,656"
Santo Est?v?o,2,0,52850,"0,5755","0,626","0,611","0,808","0,498"
Santo Expedito,4,0,3111,"0,4174","0,732","0,664","0,828","0,714"
Santo In?cio,4,0,5438,"0,5303","0,739","0,746","0,843","0,641"
Sant?polis do Aguape?,1,0,4777,"0,3517","0,74","0,68","0,83","0,719"
Santos,3330,145,433311,"0,5624","0,84","0,861","0,852","0,807"
Santos Dumont,26,1,46487,"0,5098","0,741","0,688","0,847","0,697"
S?o Benedito,17,0,47903,"0,5182","0,611","0,562","0,764","0,531"
S?o Benedito do Rio Preto,108,1,18663,"0,6278","0,541","0,468","0,749","0,452"
S?o Benedito do Sul,2,0,15895,"0,5283","0,53","0,499","0,736","0,406"
S?o Bentinho,9,0,4529,"0,4655","0,606","0,575","0,787","0,491"
S?o Bento,117,4,34031,"0,5648","0,602","0,525","0,762","0,545"
S?o Bento,218,2,45211,"0,5648","0,602","0,525","0,762","0,545"
S?o Bento do Norte,1,0,2747,"0,5461","0,555","0,541","0,76","0,415"
S?o Bento do Sapuca?,1,0,10878,"0,5567","0,72","0,719","0,812","0,638"
S?o Bento do Sul,26,0,84507,"0,5065","0,782","0,763","0,871","0,719"
S?o Bento do Tocantins,9,0,5324,"0,5646","0,605","0,595","0,736","0,506"
S?o Bento do Trair?,3,0,4449,"0,4955","0,595","0,526","0,763","0,525"
S?o Bento do Una,40,3,59504,"0,6094","0,593","0,593","0,789","0,446"
S?o Bernardino,1,0,2336,"0,4591","0,677","0,653","0,822","0,577"
S?o Bernardo,103,3,28507,"0,5939","0,572","0,514","0,762","0,479"
S?o Bernardo do Campo,2590,209,838936,"0,5525","0,805","0,807","0,861","0,752"
S?o Borja,11,0,60282,"0,5477","0,736","0,72","0,86","0,643"
S?o Br?s,14,0,6961,"0,6251","0,572","0,533","0,732","0,48"
S?o Br?s do Sua?u?,2,0,3738,"0,5402","0,664","0,675","0,801","0,541"
S?o Caetano de Odivelas,118,13,18050,"0,4889","0,585","0,552","0,767","0,473"
S?o Caetano do Sul,544,37,161127,"0,548","0,862","0,891","0,887","0,811"
S?o Caitano,45,0,37245,"0,5075","0,591","0,583","0,756","0,469"
S?o Carlos,123,5,251983,"0,4986","0,769","0,763","0,867","0,688"
S?o Carlos,17,0,11281,"0,4986","0,769","0,763","0,867","0,688"
S?o Crist?v?o,274,7,90072,"0,4816","0,662","0,624","0,8","0,581"
S?o Desid?rio,11,0,33742,"0,5753","0,579","0,584","0,742","0,449"
S?o Domingos,4,0,9058,"0,457","0,64","0,601","0,757","0,575"
S?o Domingos,5,0,9445,"0,457","0,64","0,601","0,757","0,575"
S?o Domingos,5,1,11137,"0,457","0,64","0,601","0,757","0,575"
S?o Domingos do Araguaia,61,2,25557,"0,5917","0,594","0,629","0,738","0,451"
S?o Domingos do Azeit?o,3,0,7392,"0,6959","0,59","0,576","0,732","0,486"
S?o Domingos do Capim,40,3,31989,"0,6063","0,532","0,509","0,773","0,382"
S?o Domingos do Maranh?o,155,0,34376,"0,5944","0,582","0,549","0,713","0,504"
S?o Domingos do Norte,2,1,8638,"0,4923","0,682","0,679","0,811","0,575"
S?o Domingos do Prata,3,0,17359,"0,4948","0,69","0,674","0,823","0,593"
S?o Domingos do Sul,10,0,3074,"0,4429","0,763","0,78","0,839","0,68"
S?o Felipe,2,0,21074,"0,5101","0,616","0,565","0,787","0,525"
S?o Felipe D'Oeste,1,0,5172,"0,4695","0,649","0,615","0,78","0,571"
S?o F?lix,1,0,14740,"0,4921","0,639","0,582","0,769","0,583"
S?o F?lix de Balsas,0,0,4585,"0,5724","0,557","0,517","0,778","0,43"
S?o F?lix do Araguaia,1,0,11708,"0,6234","0,668","0,652","0,848","0,538"
S?o F?lix do Tocantins,0,0,1585,"0,6346","0,574",550,"0,771","0,446"
S?o F?lix do Xingu,94,2,128481,"0,6423","0,594","0,638","0,798","0,411"
S?o Fernando,2,0,3584,"0,4494","0,608","0,591","0,75","0,508"
S?o Fid?lis,141,0,38669,"0,4773","0,691","0,685","0,787","0,611"
S?o Francisco,28,3,56323,"0,4525","0,638","0,595","0,804","0,542"
S?o Francisco,2,0,3392,"0,4525","0,638","0,595","0,804","0,542"
S?o Francisco,3,0,3724,"0,4525","0,638","0,595","0,804","0,542"
S?o Francisco de Assis do Piau?,1,0,5755,"0,6039","0,485","0,462","0,734","0,336"
S?o Francisco de Itabapoana,52,5,42205,"0,521","0,639","0,618","0,791","0,533"
S?o Francisco de Paula,2,0,6527,"0,3891","0,66","0,66","0,812","0,537"
S?o Francisco de Paula,2,0,21710,"0,3891","0,66","0,66","0,812","0,537"
S?o Francisco do Brej?o,17,0,11798,"0,5253","0,584","0,556","0,748","0,479"
S?o Francisco do Conde,37,2,39802,"0,5198","0,674","0,641","0,812","0,587"
S?o Francisco do Gl?ria,2,0,4844,"0,4742","0,663","0,647","0,833","0,541"
S?o Francisco do Guapor?,11,1,20266,"0,5684","0,611","0,657","0,751","0,462"
S?o Francisco do Maranh?o,0,0,12210,"0,5744","0,528","0,503","0,733","0,4"
S?o Francisco do Par?,18,3,15882,"0,4851","0,608","0,571","0,785","0,502"
S?o Francisco do Piau?,1,1,6423,"0,5423","0,57","0,557","0,744","0,448"
S?o Francisco do Sul,28,1,52721,"0,4625","0,762","0,74","0,856","0,699"
S?o Gabriel,29,1,62105,"0,5181","0,592","0,55","0,704","0,537"
S?o Gabriel da Cachoeira,1589,21,45564,"0,8082","0,609","0,61","0,777","0,476"
S?o Gabriel da Palha,29,0,37947,"0,6072","0,709","0,739","0,835","0,578"
S?o Gabriel do Oeste,7,0,26771,"0,5406","0,729","0,751","0,85","0,608"
S?o Geraldo,1,0,12366,"0,4168","0,651","0,656","0,831","0,507"
S?o Geraldo da Piedade,1,1,3962,"0,5563","0,6","0,625","0,774","0,447"
S?o Geraldo do Araguaia,87,5,24847,"0,532","0,595","0,594","0,793","0,447"
S?o Gon?alo,1245,142,1084839,"0,461","0,739","0,711","0,833","0,681"
S?o Gon?alo do Amarante,759,16,48422,"0,5203","0,665","0,587","0,775","0,646"
S?o Gon?alo do Amarante,209,16,102400,"0,5203","0,665","0,587","0,775","0,646"
S?o Gon?alo do Piau?,10,1,5015,"0,5657","0,616","0,538","0,739","0,588"
S?o Gon?alo do Rio Abaixo,17,0,10920,"0,4787","0,667","0,658","0,792","0,569"
S?o Gon?alo do Sapuca?,2,0,25449,"0,528","0,715","0,706","0,85","0,609"
S?o Gon?alo dos Campos,6,0,37550,"0,5681","0,627","0,636","0,752","0,516"
S?o Gotardo,6,0,35469,"0,5173","0,736","0,739","0,855","0,632"
S?o Jer?nimo,10,0,24248,"0,555","0,696","0,734","0,822","0,56"
S?o Jo?o,5,0,22793,"0,5734","0,57","0,565","0,768","0,426"
S?o Jo?o,2,0,10241,"0,5734","0,57","0,565","0,768","0,426"
S?o Jo?o Batista,42,4,20665,"0,6322","0,598","0,493","0,752","0,577"
S?o Jo?o Batista,7,0,37424,"0,6322","0,598","0,493","0,752","0,577"
S?o Jo?o da Baliza,18,0,8201,"0,5498","0,655","0,614","0,78","0,587"
S?o Jo?o da Barra,85,4,36102,"0,5102","0,671","0,686","0,8","0,551"
S?o Jo?o da Boa Vista,51,5,91211,"0,5152","0,797","0,776","0,871","0,749"
S?o Jo?o da Canabrava,1,0,4608,"0,5248","0,559","0,539","0,726","0,446"
S?o Jo?o da Fronteira,4,0,6042,"0,5467","0,515","0,516","0,753","0,351"
S?o Jo?o da Mata,3,0,2749,"0,4016","0,653","0,676","0,822","0,501"
S?o Jo?o da Ponta,10,1,6139,"0,5377","0,583","0,522","0,767","0,495"
S?o Jo?o da Urtiga,1,0,4657,"0,3995","0,694","0,702","0,828","0,575"
S?o Jo?o d'Alian?a,2,1,13740,"0,5383","0,685","0,65","0,812","0,609"
S?o Jo?o das Duas Pontes,4,1,2568,"0,3638","0,72","0,675","0,806","0,686"
S?o Jo?o de Meriti,836,81,472406,"0,462","0,719","0,693","0,831","0,646"
S?o Jo?o de Pirabas,52,5,23045,"0,5875","0,539","0,529","0,753","0,393"
S?o Jo?o del Rei,33,0,90082,"0,5258","0,758","0,733","0,86","0,69"
S?o Jo?o do Araguaia,4,1,13996,"0,5573","0,55","0,53","0,741","0,424"
S?o Jo?o do Arraial,1,0,7989,"0,5484","0,523","0,496","0,72","0,401"
S?o Jo?o do Caiu?,35,1,5855,"0,4663","0,664","0,678","0,785","0,551"
S?o Jo?o do Cariri,1,0,4199,"0,5335","0,622","0,618","0,797","0,488"
S?o Jo?o do Car?,63,0,15808,"0,5286","0,509","0,487","0,684","0,397"
S?o Jo?o do Itaperi?,5,0,3733,"0,3448","0,738","0,714","0,873","0,645"
S?o Jo?o do Iva?,6,1,10219,"0,4367","0,693","0,677","0,803","0,611"
S?o Jo?o do Jaguaribe,32,0,7645,"0,511","0,654","0,62","0,784","0,576"
S?o Jo?o do Manhua?u,2,1,11559,"0,5878","0,65","0,659","0,836","0,498"
S?o Jo?o do Manteninha,6,0,5859,"0,443","0,64","0,623","0,805","0,522"
S?o Jo?o do Oriente,1,0,7498,"0,4496","0,648","0,631","0,805","0,536"
S?o Jo?o do Para?so,2,0,23618,"0,5336","0,609","0,554","0,753","0,542"
S?o Jo?o do Para?so,20,0,11177,"0,5336","0,609","0,554","0,753","0,542"
S?o Jo?o do Pau d'Alho,1,0,2105,"0,3339","0,75","0,714","0,854","0,692"
S?o Jo?o do Piau?,6,0,20601,"0,5778","0,645","0,615","0,769","0,567"
S?o Jo?o do Rio do Peixe,8,0,18034,"0,5327","0,608","0,586","0,782","0,49"
S?o Jo?o do Sabugi,1,0,6193,"0,4708","0,655","0,62","0,779","0,581"
S?o Jo?o do Soter,5,1,18543,"0,525","0,517","0,486","0,711","0,401"
S?o Jo?o do Sul,2,0,7297,"0,4207","0,695","0,682","0,84","0,587"
S?o Jo?o do Tigre,1,0,4422,"0,5166","0,552","0,523","0,758","0,424"
S?o Jo?o dos Patos,52,0,25929,"0,5605","0,615","0,613","0,726","0,522"
S?o Jo?o Nepomuceno,8,1,26361,"0,4224","0,708","0,696","0,85","0,6"
S?o Joaquim,3,0,26952,"0,4966","0,687","0,705","0,817","0,562"
S?o Joaquim da Barra,14,0,51888,"0,4186","0,762","0,74","0,847","0,706"
S?o Joaquim de Bicas,15,2,31578,"0,4538","0,662","0,664","0,844","0,518"
S?o Joaquim do Monte,23,2,21356,"0,5461","0,537","0,549","0,741","0,381"
S?o Jorge,13,0,2824,"0,3986","0,732","0,75","0,846","0,617"
S?o Jos?,116,2,246586,"0,4506","0,809","0,799","0,88","0,752"
S?o Jos? da Barra,2,0,7426,"0,505","0,739","0,722","0,876","0,637"
S?o Jos? da Bela Vista,1,0,8928,"0,4646","0,693","0,679","0,844","0,58"
S?o Jos? da Boa Vista,1,1,6206,"0,4375","0,671","0,651","0,781","0,594"
S?o Jos? da Coroa Grande,89,4,21298,"0,5846","0,608","0,585","0,736","0,522"
S?o Jos? da Lagoa Tapada,13,0,7630,"0,4949","0,53","0,53","0,722","0,389"
S?o Jos? da Laje,68,0,23927,"0,4915","0,573","0,574","0,755","0,434"
S?o Jos? da Lapa,11,1,23766,"0,4483","0,729","0,677","0,844","0,679"
S?o Jos? da Safira,14,0,4268,"0,4783","0,583","0,6","0,765","0,432"
S?o Jos? da Tapera,27,1,32260,"0,581","0,527","0,508","0,703","0,409"
S?o Jos? da Vit?ria,3,0,5657,"0,4606","0,546","0,553","0,686","0,429"
S?o Jos? das Miss?es,1,0,2537,"0,4333","0,651","0,652","0,782","0,542"
S?o Jos? de Caiana,10,0,6359,"0,4469","0,565","0,545","0,762","0,434"
S?o Jos? de Espinharas,3,0,4682,"0,4501","0,577","0,543","0,79","0,448"
S?o Jos? de Mipibu,65,4,43899,"0,576","0,611","0,599","0,748","0,508"
S?o Jos? de Piranhas,5,1,20251,"0,5023","0,591","0,594","0,755","0,461"
S?o Jos? de Ribamar,689,39,177687,"0,5268","0,708","0,642","0,79","0,7"
S?o Jos? de Ub?,12,0,7171,"0,4652","0,652","0,633","0,798","0,548"
S?o Jos? do Belmonte,14,0,33959,"0,5502","0,61","0,569","0,769","0,52"
S?o Jos? do Bonfim,11,0,3557,"0,4846","0,578","0,549","0,713","0,493"
S?o Jos? do Cal?ado,17,0,10556,"0,5254","0,688","0,669","0,814","0,599"
S?o Jos? do Cedro,2,0,13829,"0,482","0,731","0,753","0,83","0,625"
S?o Jos? do Divino,5,1,5346,"0,4924","0,658","0,627","0,778","0,583"
S?o Jos? do Egito,19,0,33951,"0,5428","0,635","0,602","0,769","0,554"
S?o Jos? do Herval,5,0,1971,"0,5964","0,717","0,701","0,847","0,622"
S?o Jos? do Jacu?pe,0,0,10462,"0,4664","0,552","0,555","0,726","0,417"
S?o Jos? do Norte,1,0,27568,"0,4423","0,623","0,663","0,792","0,461"
S?o Jos? do Ouro,1,0,6933,"0,5552","0,755","0,759","0,846","0,669"
S?o Jos? do Peixe,2,0,3745,"0,5732","0,573","0,548","0,766","0,449"
S?o Jos? do Piau?,4,0,6705,"0,4312","0,552","0,569","0,7","0,423"
S?o Jos? do Povo,1,0,4063,"0,4438","0,661","0,63","0,793","0,577"
S?o Jos? do Rio Pardo,14,2,54946,"0,4936","0,774","0,744","0,868","0,717"
S?o Jos? do Rio Preto,677,23,460671,"0,5081","0,797","0,801","0,846","0,748"
S?o Jos? do Sabugi,61,0,4141,"0,4348","0,617","0,584","0,781","0,514"
S?o Jos? do Vale do Rio Preto,59,0,21795,"0,4835","0,66","0,67","0,806","0,533"
S?o Jos? do Xingu,1,0,5595,"0,6352","0,657","0,703","0,828","0,487"
S?o Jos? dos Bas?lios,3,0,7641,"0,552","0,557","0,501","0,719","0,48"
S?o Jos? dos Campos,890,35,721944,"0,5633","0,807","0,804","0,855","0,764"
